,Actual,Predicted,DATE,STATION_CODES,PredictedDelay,Predicted_Delay
442,Mostly Cloudy,Partly Cloudy,2005-03-18,0,No Delay,None
443,Mostly Cloudy,Overcast,2005-03-19,0,No Delay,None
444,Mostly Cloudy,Mostly Cloudy,2005-03-20,0,No Delay,None
445,Mostly Cloudy,Rain,2005-03-21,0,No Delay,None
446,Mostly Cloudy,Mostly Cloudy,2005-03-22,0,No Delay,None
447,Mostly Cloudy,Mostly Cloudy,2005-03-23,0,No Delay,None
448,Mostly Cloudy,Snow,2005-03-24,0,Delay,Delay
449,Mostly Cloudy,Fair,2005-03-25,0,No Delay,None
450,Mostly Cloudy,Overcast,2005-03-26,0,No Delay,None
451,Rain,Rain,2005-03-27,0,No Delay,None
452,Rain,Partly Cloudy and Rain Showers,2005-03-28,0,No Delay,None
453,Rain,Partly Cloudy and Rain Showers,2005-03-29,0,No Delay,None
454,Mostly Cloudy,Partly Cloudy and Rain Showers,2005-03-30,0,No Delay,None
455,Clear,Fair,2005-03-31,0,No Delay,None
456,Mostly Cloudy,Overcast,2005-04-01,0,No Delay,None
457,Mostly Cloudy,Overcast,2005-04-02,0,No Delay,None
458,Rain,Partly Cloudy and Rain Showers,2005-04-03,0,No Delay,None
459,Mostly Cloudy,Fair,2005-04-04,0,No Delay,None
460,Mostly Cloudy,Mostly Cloudy,2005-04-05,0,No Delay,None
461,Mostly Cloudy,Rain,2005-04-06,0,No Delay,None
462,Mostly Cloudy,Mostly Cloudy,2005-04-07,0,No Delay,None
463,Rain,Partly Cloudy and Rain Showers,2005-04-08,0,No Delay,None
464,Mostly Cloudy,Mostly Cloudy,2005-04-09,0,No Delay,None
465,Mostly Cloudy,Fair,2005-04-10,0,No Delay,None
466,Mostly Cloudy,Partly Cloudy,2005-04-11,0,No Delay,None
467,Mostly Cloudy,Rain,2005-04-12,0,No Delay,None
468,Mostly Cloudy,Overcast,2005-04-13,0,No Delay,None
469,Clear,Overcast,2005-04-14,0,No Delay,None
470,Clear,Fair,2005-04-15,0,No Delay,None
471,Rain,Rain,2005-04-16,0,No Delay,None
472,Mostly Cloudy,Fair,2005-04-17,0,No Delay,None
473,Mostly Cloudy,Mostly Cloudy,2005-04-18,0,No Delay,None
474,Mostly Cloudy,Fair,2005-04-19,0,No Delay,None
475,Mostly Cloudy,Fair,2005-04-20,0,No Delay,None
476,Clear,Partly Cloudy,2005-04-21,0,No Delay,None
477,Clear,Partly Cloudy and Rain Showers,2005-04-22,0,No Delay,None
478,Rain,Partly Cloudy and Rain Showers,2005-04-23,0,No Delay,None
479,Mostly Cloudy,Partly Cloudy,2005-04-24,0,No Delay,None
480,Mostly Cloudy,Fair,2005-04-25,0,No Delay,None
481,Clear,Partly Cloudy,2005-04-26,0,No Delay,None
482,Rain,Partly Cloudy and Rain Showers,2005-04-27,0,No Delay,None
483,Mostly Cloudy,Overcast,2005-04-28,0,No Delay,None
484,Partly Cloudy,Fair,2005-04-29,0,No Delay,None
485,Mostly Cloudy,Rain,2005-04-30,0,No Delay,None
486,Mostly Cloudy,Overcast,2005-05-01,0,No Delay,None
487,Mostly Cloudy,Fair,2005-05-02,0,No Delay,None
488,Mostly Cloudy,Fair,2005-05-03,0,No Delay,None
489,Rain,Partly Cloudy and Rain Showers,2005-05-04,0,No Delay,None
490,Rain,Partly Cloudy and Rain Showers,2005-05-05,0,No Delay,None
491,Rain,Rain,2005-05-06,0,No Delay,None
492,Mostly Cloudy,Mostly Cloudy,2005-05-07,0,No Delay,None
493,Rain,Rain,2005-05-08,0,No Delay,None
494,Mostly Cloudy,Mostly Cloudy,2005-05-09,0,No Delay,None
495,Rain,Rain,2005-05-10,0,No Delay,None
496,Mostly Cloudy,Rain,2005-05-11,0,No Delay,None
497,Clear,Mostly Cloudy,2005-05-12,0,No Delay,None
498,Mostly Cloudy,Fair,2005-05-13,0,No Delay,None
499,Mostly Cloudy,Overcast,2005-05-14,0,No Delay,None
500,Rain,Partly Cloudy and Rain Showers,2005-05-15,0,No Delay,None
501,Mostly Cloudy,Mostly Cloudy,2005-05-16,0,No Delay,None
502,Mostly Cloudy,Overcast,2005-05-17,0,No Delay,None
503,Mostly Cloudy,Partly Cloudy,2005-05-18,0,No Delay,None
504,Mostly Cloudy,Mostly Cloudy,2005-05-19,0,No Delay,None
505,Mostly Cloudy,Fair,2005-05-20,0,No Delay,None
506,Mostly Cloudy,Fair,2005-05-21,0,No Delay,None
507,Mostly Cloudy,Fair,2005-05-22,0,No Delay,None
508,Clear,Fair,2005-05-23,0,No Delay,None
509,Clear,Fair,2005-05-24,0,No Delay,None
510,Clear,Fair,2005-05-25,0,No Delay,None
511,Clear,Fair,2005-05-26,0,No Delay,None
512,Clear,Fair,2005-05-27,0,No Delay,None
513,Mostly Cloudy,Fog,2005-05-28,0,Delay,Delay
514,Mostly Cloudy,Mostly Cloudy,2005-05-29,0,No Delay,None
515,Mostly Cloudy,Mostly Cloudy,2005-05-30,0,No Delay,None
516,Mostly Cloudy,Fair,2005-05-31,0,No Delay,None
517,Mostly Cloudy,Mostly Cloudy,2005-06-01,0,No Delay,None
518,Mostly Cloudy,Mostly Cloudy,2005-06-02,0,No Delay,None
519,Clear,Fair,2005-06-03,0,No Delay,None
520,Clear,Fair,2005-06-04,0,No Delay,None
521,Mostly Cloudy,Partly Cloudy,2005-06-05,0,No Delay,None
522,Rain,Partly Cloudy and Rain Showers,2005-06-06,0,No Delay,None
523,Mostly Cloudy,Mostly Cloudy,2005-06-07,0,No Delay,None
524,Mostly Cloudy,Fair,2005-06-08,0,No Delay,None
525,Mostly Cloudy,Mostly Cloudy,2005-06-09,0,No Delay,None
526,Mostly Cloudy,Fair,2005-06-10,0,No Delay,None
527,Mostly Cloudy,Mostly Cloudy,2005-06-11,0,No Delay,None
528,Clear,Mostly Cloudy,2005-06-12,0,No Delay,None
529,Clear,Fair,2005-06-13,0,No Delay,None
530,Mostly Cloudy,Fair,2005-06-14,0,No Delay,None
531,Clear,Fair,2005-06-15,0,No Delay,None
532,Rain,Partly Cloudy and Rain Showers,2005-06-16,0,No Delay,None
533,Mostly Cloudy,Rain,2005-06-17,0,No Delay,None
534,Rain,Partly Cloudy and Rain Showers,2005-06-18,0,No Delay,None
535,Mostly Cloudy,Partly Cloudy and Rain Showers,2005-06-19,0,No Delay,None
536,Clear,Fair,2005-06-20,0,No Delay,None
537,Mostly Cloudy,Fair,2005-06-21,0,No Delay,None
538,Mostly Cloudy,Overcast,2005-06-22,0,No Delay,None
539,Clear,Overcast,2005-06-23,0,No Delay,None
540,Clear,Overcast,2005-06-24,0,No Delay,None
541,Clear,Fair,2005-06-25,0,No Delay,None
542,Mostly Cloudy,Mostly Cloudy,2005-06-26,0,No Delay,None
543,Mostly Cloudy,Partly Cloudy,2005-06-27,0,No Delay,None
544,Mostly Cloudy,Fair,2005-06-28,0,No Delay,None
545,Clear,Fair,2005-06-29,0,No Delay,None
546,Clear,Fair,2005-06-30,0,No Delay,None
547,Clear,Fair,2005-07-01,0,No Delay,None
548,Clear,Fair,2005-07-02,0,No Delay,None
549,Clear,Partly Cloudy,2005-07-03,0,No Delay,None
550,Clear,Fair,2005-07-04,0,No Delay,None
551,Clear,Fair,2005-07-05,0,No Delay,None
552,Partly Cloudy,Fair,2005-07-06,0,No Delay,None
553,Mostly Cloudy,Fair,2005-07-07,0,No Delay,None
554,Clear,Fair,2005-07-08,0,No Delay,None
555,Mostly Cloudy,Overcast,2005-07-09,0,No Delay,None
556,Mostly Cloudy,Rain,2005-07-10,0,No Delay,None
557,Clear,Partly Cloudy and Rain Showers,2005-07-11,0,No Delay,None
558,Clear,Fair,2005-07-12,0,No Delay,None
559,Clear,Fair,2005-07-13,0,No Delay,None
560,Clear,Fair,2005-07-14,0,No Delay,None
561,Clear,Fair,2005-07-15,0,No Delay,None
562,Clear,Fair,2005-07-16,0,No Delay,None
563,Clear,Partly Cloudy,2005-07-17,0,No Delay,None
564,Clear,Fair,2005-07-18,0,No Delay,None
565,Clear,Fair,2005-07-19,0,No Delay,None
566,Clear,Fair,2005-07-20,0,No Delay,None
567,Clear,Partly Cloudy,2005-07-21,0,No Delay,None
568,Clear,Fair,2005-07-22,0,No Delay,None
569,Clear,Fair,2005-07-23,0,No Delay,None
570,Clear,Mostly Cloudy,2005-07-24,0,No Delay,None
571,Clear,Fair,2005-07-25,0,No Delay,None
572,Clear,Fair,2005-07-26,0,No Delay,None
573,Clear,Fair,2005-07-27,0,No Delay,None
574,Clear,Fair,2005-07-28,0,No Delay,None
575,Clear,Partly Cloudy,2005-07-29,0,No Delay,None
576,Clear,Fair,2005-07-30,0,No Delay,None
577,Clear,Partly Cloudy,2005-07-31,0,No Delay,None
578,Mostly Cloudy,Fair,2005-08-01,0,No Delay,None
579,Clear,Fair,2005-08-02,0,No Delay,None
580,Clear,Fair,2005-08-03,0,No Delay,None
581,Clear,Partly Cloudy,2005-08-04,0,No Delay,None
582,Clear,Mostly Cloudy,2005-08-05,0,No Delay,None
583,Clear,Partly Cloudy,2005-08-06,0,No Delay,None
584,Clear,Mostly Cloudy,2005-08-07,0,No Delay,None
585,Clear,Fair,2005-08-08,0,No Delay,None
586,Clear,Fair,2005-08-09,0,No Delay,None
587,Clear,Mostly Cloudy,2005-08-10,0,No Delay,None
588,Clear,Fair,2005-08-11,0,No Delay,None
589,Clear,Fair,2005-08-12,0,No Delay,None
590,Clear,Fair,2005-08-13,0,No Delay,None
591,Clear,Fair,2005-08-14,0,No Delay,None
592,Clear,Fair,2005-08-15,0,No Delay,None
593,Clear,Overcast,2005-08-16,0,No Delay,None
594,Clear,Fair,2005-08-17,0,No Delay,None
595,Clear,Partly Cloudy,2005-08-18,0,No Delay,None
596,Clear,Fair,2005-08-19,0,No Delay,None
597,Clear,Overcast,2005-08-20,0,No Delay,None
598,Clear,Fair,2005-08-21,0,No Delay,None
599,Clear,Partly Cloudy,2005-08-22,0,No Delay,None
600,Clear,Overcast,2005-08-23,0,No Delay,None
601,Clear,Fair,2005-08-24,0,No Delay,None
602,Clear,Fair,2005-08-25,0,No Delay,None
603,Clear,Fair,2005-08-26,0,No Delay,None
604,Clear,Fair,2005-08-27,0,No Delay,None
605,Clear,Fair,2005-08-28,0,No Delay,None
606,Mostly Cloudy,Mostly Cloudy,2005-08-29,0,No Delay,None
607,Clear,Fair,2005-08-30,0,No Delay,None
608,Clear,Fair,2005-08-31,0,No Delay,None
609,Clear,Mostly Cloudy,2005-09-01,0,No Delay,None
610,Clear,Fair,2005-09-02,0,No Delay,None
611,Clear,Overcast,2005-09-03,0,No Delay,None
612,Clear,Mostly Cloudy,2005-09-04,0,No Delay,None
613,Clear,Fair,2005-09-05,0,No Delay,None
614,Clear,Fair,2005-09-06,0,No Delay,None
615,Clear,Fair,2005-09-07,0,No Delay,None
616,Clear,Partly Cloudy,2005-09-08,0,No Delay,None
617,Mostly Cloudy,Fair,2005-09-09,0,No Delay,None
618,Mostly Cloudy,Rain,2005-09-10,0,No Delay,None
619,Mostly Cloudy,Partly Cloudy and Rain Showers,2005-09-11,0,No Delay,None
620,Clear,Overcast,2005-09-12,0,No Delay,None
621,Clear,Fair,2005-09-13,0,No Delay,None
622,Clear,Fair,2005-09-14,0,No Delay,None
623,Clear,Mostly Cloudy,2005-09-15,0,No Delay,None
624,Mostly Cloudy,Fair,2005-09-16,0,No Delay,None
625,Mostly Cloudy,Mostly Cloudy,2005-09-17,0,No Delay,None
626,Clear,Fair,2005-09-18,0,No Delay,None
627,Clear,Fair,2005-09-19,0,No Delay,None
628,Clear,Overcast,2005-09-20,0,No Delay,None
629,Clear,Fair,2005-09-21,0,No Delay,None
630,Clear,Fair,2005-09-22,0,No Delay,None
631,Mostly Cloudy,Overcast,2005-09-23,0,No Delay,None
632,Clear,Mostly Cloudy,2005-09-24,0,No Delay,None
633,Clear,Fair,2005-09-25,0,No Delay,None
634,Clear,Fair,2005-09-26,0,No Delay,None
635,Clear,Fair,2005-09-27,0,No Delay,None
636,Clear,Fair,2005-09-28,0,No Delay,None
637,Clear,Fair,2005-09-29,0,No Delay,None
638,Clear,Overcast,2005-09-30,0,No Delay,None
639,Mostly Cloudy,Overcast,2005-10-01,0,No Delay,None
640,Mostly Cloudy,Mostly Cloudy,2005-10-02,0,No Delay,None
641,Mostly Cloudy,Rain,2005-10-03,0,No Delay,None
642,Mostly Cloudy,Partly Cloudy and Rain Showers,2005-10-04,0,No Delay,None
643,Mostly Cloudy,Fair,2005-10-05,0,No Delay,None
644,Clear,Partly Cloudy,2005-10-06,0,No Delay,None
645,Mostly Cloudy,Overcast,2005-10-07,0,No Delay,None
646,Mostly Cloudy,Partly Cloudy,2005-10-08,0,No Delay,None
647,Clear,Fair,2005-10-09,0,No Delay,None
648,Clear,Overcast,2005-10-10,0,No Delay,None
649,Mostly Cloudy,Fair,2005-10-11,0,No Delay,None
650,Clear,Partly Cloudy,2005-10-12,0,No Delay,None
651,Clear,Fair,2005-10-13,0,No Delay,None
652,Clear,Fair,2005-10-14,0,No Delay,None
653,Mostly Cloudy,Overcast,2005-10-15,0,No Delay,None
654,Mostly Cloudy,Rain and Snow Showers Mix,2005-10-16,0,No Delay,Delay
655,Clear,Fair,2005-10-17,0,No Delay,None
656,Clear,Fair,2005-10-18,0,No Delay,None
657,Mostly Cloudy,Overcast,2005-10-19,0,No Delay,None
658,Clear,Mostly Cloudy,2005-10-20,0,No Delay,None
659,Clear,Fair,2005-10-21,0,No Delay,None
660,Clear,Mostly Cloudy,2005-10-22,0,No Delay,None
661,Clear,Mostly Cloudy,2005-10-23,0,No Delay,None
662,Clear,Partly Cloudy,2005-10-24,0,No Delay,None
663,Clear,Fair,2005-10-25,0,No Delay,None
664,Clear,Mostly Cloudy,2005-10-26,0,No Delay,None
665,Mostly Cloudy,Overcast,2005-10-27,0,No Delay,None
666,Rain,Partly Cloudy and Snow Showers,2005-10-28,0,No Delay,None
667,Mostly Cloudy,Rain,2005-10-29,0,No Delay,None
668,Mostly Cloudy,Mostly Cloudy,2005-10-30,0,No Delay,None
669,Mostly Cloudy,Fair,2005-10-31,0,No Delay,None
670,Mostly Cloudy,Mostly Cloudy,2005-11-01,0,No Delay,None
671,Mostly Cloudy,Mostly Cloudy,2005-11-02,0,No Delay,None
672,Rain,Partly Cloudy and Rain Showers,2005-11-03,0,No Delay,None
673,Rain,Partly Cloudy and Rain Showers,2005-11-04,0,No Delay,None
674,Rain,Rain,2005-11-05,0,No Delay,None
675,Rain,Rain,2005-11-06,0,No Delay,None
676,Rain,Rain,2005-11-07,0,No Delay,None
677,Mostly Cloudy,Partly Cloudy and Rain Showers,2005-11-08,0,No Delay,None
678,Clear,Partly Cloudy,2005-11-09,0,No Delay,None
679,Clear,Mostly Cloudy,2005-11-10,0,No Delay,None
680,Mostly Cloudy,Mostly Cloudy,2005-11-11,0,No Delay,None
681,Mostly Cloudy,Overcast,2005-11-12,0,No Delay,None
682,Rain,Rain,2005-11-13,0,No Delay,None
683,Mostly Cloudy,Rain and Snow Showers Mix,2005-11-14,0,No Delay,Delay
684,Mostly Cloudy,Overcast,2005-11-15,0,No Delay,None
685,Clear,Overcast,2005-11-16,0,No Delay,None
686,Clear,Partly Cloudy,2005-11-17,0,No Delay,None
687,Clear,Partly Cloudy,2005-11-18,0,No Delay,None
688,Fog,Overcast,2005-11-19,0,No Delay,None
689,Fog,Rain,2005-11-20,0,No Delay,None
690,Fog,Fair,2005-11-21,0,No Delay,None
691,Fog,Overcast,2005-11-22,0,No Delay,None
692,Fog,Fair,2005-11-23,0,No Delay,None
693,Fog,Rain,2005-11-24,0,No Delay,None
694,Rain,Partly Cloudy and Rain Showers,2005-11-25,0,No Delay,None
695,Mostly Cloudy,Partly Cloudy and Snow Showers,2005-11-26,0,No Delay,None
696,Mostly Cloudy,Overcast,2005-11-27,0,No Delay,None
697,Rain,Rain and Snow,2005-11-28,0,No Delay,None
698,Mostly Cloudy,Mostly Cloudy,2005-11-29,0,No Delay,None
699,Rain and Snow,Snow,2005-11-30,0,Delay,Delay
700,Rain,Partly Cloudy and Rain Showers,2005-12-01,0,No Delay,None
701,Mostly Cloudy,Mostly Cloudy,2005-12-02,0,No Delay,None
702,Mostly Cloudy,Overcast,2005-12-03,0,No Delay,None
703,Mostly Cloudy,Fair,2005-12-04,0,No Delay,None
704,Mostly Cloudy,Overcast,2005-12-05,0,No Delay,None
705,Mostly Cloudy,Overcast,2005-12-06,0,No Delay,None
706,Rain,Rain and Snow,2005-12-07,0,No Delay,None
707,Mostly Cloudy,Overcast,2005-12-08,0,No Delay,None
708,Clear,Mostly Cloudy,2005-12-09,0,No Delay,None
709,Fog,Mostly Cloudy,2005-12-10,0,No Delay,None
710,Clear,Fair,2005-12-11,0,No Delay,None
711,Fog,Fair,2005-12-12,0,No Delay,None
712,Fog,Overcast,2005-12-13,0,No Delay,None
713,Mostly Cloudy,Partly Cloudy,2005-12-14,0,No Delay,None
714,Clear,Fair,2005-12-15,0,No Delay,None
715,Clear,Fair,2005-12-16,0,No Delay,None
716,Partly Cloudy,Rain,2005-12-17,0,No Delay,None
717,Mostly Cloudy,Mostly Cloudy,2005-12-18,0,No Delay,None
718,Rain,Partly Cloudy and Rain Showers,2005-12-19,0,No Delay,None
719,Rain,Partly Cloudy and Rain Showers,2005-12-20,0,No Delay,None
720,Mostly Cloudy,Rain,2005-12-21,0,No Delay,None
721,Rain,Rain,2005-12-22,0,No Delay,None
722,Mostly Cloudy,Partly Cloudy,2005-12-23,0,No Delay,None
723,Fog,Mostly Cloudy,2005-12-24,0,No Delay,None
724,Mostly Cloudy,Mostly Cloudy,2005-12-25,0,No Delay,None
725,Mostly Cloudy,Snow,2005-12-26,0,Delay,Delay
726,Rain,Rain,2005-12-27,0,No Delay,None
727,Rain,Rain,2005-12-28,0,No Delay,None
728,Mostly Cloudy,Rain,2005-12-29,0,No Delay,None
729,Rain,Snow,2005-12-30,0,Delay,Delay
730,Rain,Partly Cloudy and Rain Showers,2005-12-31,0,No Delay,None
731,Rain,Rain,2004-01-01,1,No Delay,None
732,Rain,Rain,2004-01-02,1,No Delay,None
733,Rain,Rain,2004-01-03,1,No Delay,None
734,Rain,Rain,2004-01-04,1,No Delay,None
735,Rain,Rain,2004-01-05,1,No Delay,None
736,Mostly Cloudy,Mostly Cloudy,2004-01-06,1,No Delay,None
737,Rain,Rain,2004-01-07,1,No Delay,None
738,Rain,Rain,2004-01-08,1,No Delay,None
739,Rain,Rain,2004-01-09,1,No Delay,None
740,Mostly Cloudy,Mostly Cloudy,2004-01-10,1,No Delay,None
741,Partly Cloudy,Mostly Cloudy,2004-01-11,1,No Delay,None
742,Rain,Rain,2004-01-12,1,No Delay,None
743,Mostly Cloudy,Mostly Cloudy,2004-01-13,1,No Delay,None
744,Rain,Rain,2004-01-14,1,No Delay,None
745,Mostly Cloudy,Rain,2004-01-15,1,No Delay,None
746,Mostly Cloudy,Mostly Cloudy,2004-01-16,1,No Delay,None
747,Mostly Cloudy,Mostly Cloudy,2004-01-17,1,No Delay,None
748,Rain,Rain,2004-01-18,1,No Delay,None
749,Rain,Rain,2004-01-19,1,No Delay,None
750,Clear,Clear,2004-01-20,1,No Delay,None
751,Clear,Clear,2004-01-21,1,No Delay,None
752,Mostly Cloudy,Clear,2004-01-22,1,No Delay,None
753,Rain,Rain,2004-01-23,1,No Delay,None
754,Rain,Rain,2004-01-24,1,No Delay,None
755,Mostly Cloudy,Rain,2004-01-25,1,No Delay,None
756,Rain,Mostly Cloudy,2004-01-26,1,No Delay,None
757,Rain,Rain,2004-01-27,1,No Delay,None
758,Rain,Rain,2004-01-28,1,No Delay,None
759,Mostly Cloudy,Rain,2004-01-29,1,No Delay,None
760,Mostly Cloudy,Mostly Cloudy,2004-01-30,1,No Delay,None
761,Mostly Cloudy,Rain,2004-01-31,1,No Delay,None
762,Mostly Cloudy,Rain,2004-02-01,1,No Delay,None
763,Rain,Rain,2004-02-02,1,No Delay,None
764,Mostly Cloudy,Mostly Cloudy,2004-02-03,1,No Delay,None
765,Mostly Cloudy,Fog,2004-02-04,1,Delay,Delay
766,Mostly Cloudy,Mostly Cloudy,2004-02-05,1,No Delay,None
767,Rain,Rain,2004-02-06,1,No Delay,None
768,Mostly Cloudy,Mostly Cloudy,2004-02-07,1,No Delay,None
769,Clear,Clear,2004-02-08,1,No Delay,None
770,Clear,Clear,2004-02-09,1,No Delay,None
771,Clear,Clear,2004-02-10,1,No Delay,None
772,Clear,Clear,2004-02-11,1,No Delay,None
773,Mostly Cloudy,Mostly Cloudy,2004-02-12,1,No Delay,None
774,Rain,Rain,2004-02-13,1,No Delay,None
775,Mostly Cloudy,Mostly Cloudy,2004-02-14,1,No Delay,None
776,Rain,Mostly Cloudy,2004-02-15,1,No Delay,None
777,Rain,Rain,2004-02-16,1,No Delay,None
778,Rain,Rain,2004-02-17,1,No Delay,None
779,Mostly Cloudy,Mostly Cloudy,2004-02-18,1,No Delay,None
780,Mostly Cloudy,Rain,2004-02-19,1,No Delay,None
781,Partly Cloudy,Partly Cloudy,2004-02-20,1,No Delay,None
782,Mostly Cloudy,Fog,2004-02-21,1,Delay,Delay
783,Mostly Cloudy,Partly Cloudy,2004-02-22,1,No Delay,None
784,Mostly Cloudy,Mostly Cloudy,2004-02-23,1,No Delay,None
785,Mostly Cloudy,Mostly Cloudy,2004-02-24,1,No Delay,None
786,Rain,Rain,2004-02-25,1,No Delay,None
787,Rain,Rain,2004-02-26,1,No Delay,None
788,Rain,Rain,2004-02-27,1,No Delay,None
789,Clear,Rain,2004-02-28,1,No Delay,None
790,Rain,Rain,2004-02-29,1,No Delay,None
791,Rain,Rain,2004-03-01,1,No Delay,None
792,Clear,Clear,2004-03-02,1,No Delay,None
793,Mostly Cloudy,Mostly Cloudy,2004-03-03,1,No Delay,None
794,Mostly Cloudy,Rain,2004-03-04,1,No Delay,None
795,Rain,Mostly Cloudy,2004-03-05,1,No Delay,None
796,Mostly Cloudy,Rain,2004-03-06,1,No Delay,None
797,Clear,Clear,2004-03-07,1,No Delay,None
798,Mostly Cloudy,Fog,2004-03-08,1,Delay,Delay
799,Clear,Partly Cloudy,2004-03-09,1,No Delay,None
800,Clear,Clear,2004-03-10,1,No Delay,None
801,Clear,Clear,2004-03-11,1,No Delay,None
802,Mostly Cloudy,Fog,2004-03-12,1,Delay,Delay
803,Mostly Cloudy,Mostly Cloudy,2004-03-13,1,No Delay,None
804,Mostly Cloudy,Mostly Cloudy,2004-03-14,1,No Delay,None
805,Fog,Mostly Cloudy,2004-03-15,1,No Delay,None
806,Clear,Clear,2004-03-16,1,No Delay,None
807,Mostly Cloudy,Mostly Cloudy,2004-03-17,1,No Delay,None
808,Mostly Cloudy,Mostly Cloudy,2004-03-18,1,No Delay,None
809,Partly Cloudy,Clear,2004-03-19,1,No Delay,None
810,Mostly Cloudy,Mostly Cloudy,2004-03-20,1,No Delay,None
811,Mostly Cloudy,Partly Cloudy,2004-03-21,1,No Delay,None
812,Mostly Cloudy,Mostly Cloudy,2004-03-22,1,No Delay,None
813,Clear,Clear,2004-03-23,1,No Delay,None
814,Mostly Cloudy,Mostly Cloudy,2004-03-24,1,No Delay,None
815,Rain,Mostly Cloudy,2004-03-25,1,No Delay,None
816,Rain,Rain,2004-03-26,1,No Delay,None
817,Mostly Cloudy,Mostly Cloudy,2004-03-27,1,No Delay,None
818,Clear,Clear,2004-03-28,1,No Delay,None
819,Mostly Cloudy,Mostly Cloudy,2004-03-29,1,No Delay,None
820,Mostly Cloudy,Clear,2004-03-30,1,No Delay,None
821,Clear,Clear,2004-03-31,1,No Delay,None
822,Clear,Clear,2004-04-01,1,No Delay,None
823,Clear,Clear,2004-04-02,1,No Delay,None
824,Mostly Cloudy,Clear,2004-04-03,1,No Delay,None
825,Mostly Cloudy,Mostly Cloudy,2004-04-04,1,No Delay,None
826,Mostly Cloudy,Mostly Cloudy,2004-04-05,1,No Delay,None
827,Mostly Cloudy,Mostly Cloudy,2004-04-06,1,No Delay,None
828,Partly Cloudy,Mostly Cloudy,2004-04-07,1,No Delay,None
829,Mostly Cloudy,Clear,2004-04-08,1,No Delay,None
830,Mostly Cloudy,Mostly Cloudy,2004-04-09,1,No Delay,None
831,Clear,Clear,2004-04-10,1,No Delay,None
832,Mostly Cloudy,Mostly Cloudy,2004-04-11,1,No Delay,None
833,Mostly Cloudy,Partly Cloudy,2004-04-12,1,No Delay,None
834,Rain,Rain,2004-04-13,1,No Delay,None
835,Rain,Rain,2004-04-14,1,No Delay,None
836,Rain,Rain,2004-04-15,1,No Delay,None
837,Clear,Clear,2004-04-16,1,No Delay,None
838,Mostly Cloudy,Partly Cloudy,2004-04-17,1,No Delay,None
839,Rain,Rain,2004-04-18,1,No Delay,None
840,Rain,Rain,2004-04-19,1,No Delay,None
841,Rain,Rain,2004-04-20,1,No Delay,None
842,Rain,Rain,2004-04-21,1,No Delay,None
843,Clear,Clear,2004-04-22,1,No Delay,None
844,Mostly Cloudy,Mostly Cloudy,2004-04-23,1,No Delay,None
845,Clear,Clear,2004-04-24,1,No Delay,None
846,Clear,Clear,2004-04-25,1,No Delay,None
847,Clear,Clear,2004-04-26,1,No Delay,None
848,Clear,Clear,2004-04-27,1,No Delay,None
849,Clear,Clear,2004-04-28,1,No Delay,None
850,Clear,Clear,2004-04-29,1,No Delay,None
851,Clear,Clear,2004-04-30,1,No Delay,None
852,Mostly Cloudy,Mostly Cloudy,2004-05-01,1,No Delay,None
853,Mostly Cloudy,Mostly Cloudy,2004-05-02,1,No Delay,None
854,Mostly Cloudy,Mostly Cloudy,2004-05-03,1,No Delay,None
855,Mostly Cloudy,Mostly Cloudy,2004-05-04,1,No Delay,None
856,Mostly Cloudy,Mostly Cloudy,2004-05-05,1,No Delay,None
857,Mostly Cloudy,Fog,2004-05-06,1,Delay,Delay
858,Mostly Cloudy,Mostly Cloudy,2004-05-07,1,No Delay,None
859,Mostly Cloudy,Mostly Cloudy,2004-05-08,1,No Delay,None
860,Mostly Cloudy,Mostly Cloudy,2004-05-09,1,No Delay,None
861,Mostly Cloudy,Mostly Cloudy,2004-05-10,1,No Delay,None
862,Mostly Cloudy,Mostly Cloudy,2004-05-11,1,No Delay,None
863,Clear,Clear,2004-05-12,1,No Delay,None
864,Mostly Cloudy,Mostly Cloudy,2004-05-13,1,No Delay,None
865,Mostly Cloudy,Clear,2004-05-14,1,No Delay,None
866,Clear,Clear,2004-05-15,1,No Delay,None
867,Partly Cloudy,Clear,2004-05-16,1,No Delay,None
868,Mostly Cloudy,Mostly Cloudy,2004-05-17,1,No Delay,None
869,Mostly Cloudy,Mostly Cloudy,2004-05-18,1,No Delay,None
870,Partly Cloudy,Clear,2004-05-19,1,No Delay,None
871,Mostly Cloudy,Fog,2004-05-20,1,Delay,Delay
872,Mostly Cloudy,Mostly Cloudy,2004-05-21,1,No Delay,None
873,Mostly Cloudy,Mostly Cloudy,2004-05-22,1,No Delay,None
874,Clear,Clear,2004-05-23,1,No Delay,None
875,Clear,Clear,2004-05-24,1,No Delay,None
876,Clear,Clear,2004-05-25,1,No Delay,None
877,Mostly Cloudy,Mostly Cloudy,2004-05-26,1,No Delay,None
878,Rain,Rain,2004-05-27,1,No Delay,None
879,Mostly Cloudy,Rain,2004-05-28,1,No Delay,None
880,Clear,Partly Cloudy,2004-05-29,1,No Delay,None
881,Mostly Cloudy,Mostly Cloudy,2004-05-30,1,No Delay,None
882,Clear,Mostly Cloudy,2004-05-31,1,No Delay,None
883,Clear,Clear,2004-06-01,1,No Delay,None
884,Mostly Cloudy,Partly Cloudy,2004-06-02,1,No Delay,None
